year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state,total_man_by_state,total_woman_by_state
2005,Morelos,M s de 5 hasta 10 s.m.,54730,40841,13889,0,0,0
2005,Morelos,No especificado,16154,10956,5198,0,0,0
2005,Morelos,No recibe ingresos,119786,114378,5408,0,0,0
2005,Nacional,1 salario m¡nimo,729878,643629,86249,0,0,0
2005,Nacional,Menos de 1 s.m.,24876045,21835965,3040080,0,0,0
2005,Nacional,M s de 1 hasta 2 s.m.,758664,635519,123145,0,0,0
2005,Nacional,M s de 10 s.m.,28356171,13195820,15160351,0,0,0
2005,Nacional,M s de 2 hasta 3 s.m.,13316161,12913577,402584,0,0,0
2005,Nacional,M s de 3 hasta 5 s.m.,28237478,17323270,10914208,0,0,0
2005,Nacional,M s de 5 hasta 10 s.m.,4622850,3384279,1238571,0,0,0
2005,Nacional,No especificado,1348425,853412,495013,0,0,0
2005,Nacional,No recibe ingresos,7140941,6648018,492923,0,0,0
2005,Nayarit,1 salario m¡nimo,2598,2442,156,0,0,0
2005,Nayarit,Menos de 1 s.m.,368549,344034,24515,0,0,0
2005,Nayarit,M s de 1 hasta 2 s.m.,6738,4605,2133,0,0,0
2005,Nayarit,M s de 10 s.m.,281517,110943,170574,0,0,0
2005,Nayarit,M s de 2 hasta 3 s.m.,130656,126797,3859,0,0,0
2005,Nayarit,M s de 3 hasta 5 s.m.,144481,76521,67960,0,0,0
2005,Nayarit,M s de 5 hasta 10 s.m.,43445,30998,12447,0,0,0
2005,Nayarit,No especificado,7931,4159,3772,0,0,0
2005,Nayarit,No recibe ingresos,50649,47857,2792,0,0,0
2005,Nuevo Le¢n,1 salario m¡nimo,16713,13727,2986,0,0,0
2005,Nuevo Le¢n,Menos de 1 s.m.,192027,166325,25702,0,0,0
2005,Nuevo Le¢n,M s de 1 hasta 2 s.m.,41090,30490,10600,0,0,0
2005,Nuevo Le¢n,M s de 10 s.m.,1114766,549822,564944,0,0,0
2005,Nuevo Le¢n,M s de 2 hasta 3 s.m.,616716,584297,32419,0,0,0
2005,Nuevo Le¢n,M s de 3 hasta 5 s.m.,1754098,1264616,489482,0,0,0
2005,Nuevo Le¢n,M s de 5 hasta 10 s.m.,307985,221214,86771,0,0,0
2005,Nuevo Le¢n,No especificado,86808,53887,32921,0,0,0
2005,Nuevo Le¢n,No recibe ingresos,388928,362147,26781,0,0,0
2005,Oaxaca,1 salario m¡nimo,17816,15049,2767,0,0,0
2005,Oaxaca,Menos de 1 s.m.,2028288,1706173,322115,0,0,0
2005,Oaxaca,M s de 1 hasta 2 s.m.,8995,7524,1471,0,0,0
2005,Oaxaca,M s de 10 s.m.,813109,266171,546938,0,0,0
2005,Oaxaca,M s de 2 hasta 3 s.m.,348404,343924,4480,0,0,0
2005,Oaxaca,M s de 3 hasta 5 s.m.,811634,280473,531161,0,0,0
2005,Oaxaca,M s de 5 hasta 10 s.m.,89424,57484,31940,0,0,0
2005,Oaxaca,No especificado,21154,11728,9426,0,0,0
2005,Oaxaca,No recibe ingresos,171021,163893,7128,0,0,0
2005,Puebla,1 salario m¡nimo,45632,43843,1789,0,0,0
2005,Puebla,Menos de 1 s.m.,2200394,1674824,525570,0,0,0
2005,Puebla,M s de 1 hasta 2 s.m.,17466,14434,3032,0,0,0
2005,Puebla,M s de 10 s.m.,1308002,555037,752965,0,0,0
2005,Puebla,M s de 2 hasta 3 s.m.,599997,589410,10587,0,0,0
2005,Puebla,M s de 3 hasta 5 s.m.,1692205,944360,747845,0,0,0
2005,Puebla,M s de 5 hasta 10 s.m.,268844,168411,100433,0,0,0
2005,Puebla,No especificado,62661,38440,24221,0,0,0
2005,Puebla,No recibe ingresos,329710,312732,16978,0,0,0
2005,Queretaro,1 salario m¡nimo,9672,9458,214,0,0,0
2005,Queretaro,Menos de 1 s.m.,259386,218408,40978,0,0,0
2005,Queretaro,M s de 1 hasta 2 s.m.,8287,7068,1219,0,0,0
2005,Queretaro,M s de 10 s.m.,408759,174472,234287,0,0,0
2005,Queretaro,M s de 2 hasta 3 s.m.,256319,248977,7342,0,0,0
2005,Queretaro,M s de 3 hasta 5 s.m.,597796,369333,228463,0,0,0
2005,Queretaro,M s de 5 hasta 10 s.m.,74779,54697,20082,0,0,0
2005,Queretaro,No especificado,19751,12136,7615,0,0,0
2005,Queretaro,No recibe ingresos,112606,103086,9520,0,0,0
2005,Quintana Roo,1 salario m¡nimo,3753,3753,0,0,0,0
2005,Quintana Roo,Menos de 1 s.m.,134851,123244,11607,0,0,0
2005,Quintana Roo,M s de 1 hasta 2 s.m.,11201,9769,1432,0,0,0
2005,Quintana Roo,M s de 10 s.m.,345282,160451,184831,0,0,0
2005,Quintana Roo,M s de 2 hasta 3 s.m.,171227,165713,5514,0,0,0
2005,Quintana Roo,M s de 3 hasta 5 s.m.,132509,81598,50911,0,0,0
2005,Quintana Roo,M s de 5 hasta 10 s.m.,48199,37842,10357,0,0,0
2005,Quintana Roo,No especificado,15700,9340,6360,0,0,0
2005,Quintana Roo,No recibe ingresos,123441,113291,10150,0,0,0
2005,San Luis Potos¡,1 salario m¡nimo,34512,33162,1350,0,0,0
2005,San Luis Potos¡,Menos de 1 s.m.,785987,689877,96110,0,0,0
2005,San Luis Potos¡,M s de 1 hasta 2 s.m.,12898,9196,3702,0,0,0
2005,San Luis Potos¡,M s de 10 s.m.,566414,244462,321952,0,0,0
2005,San Luis Potos¡,M s de 2 hasta 3 s.m.,274869,268356,6513,0,0,0
2005,San Luis Potos¡,M s de 3 hasta 5 s.m.,653675,404669,249006,0,0,0
2005,San Luis Potos¡,M s de 5 hasta 10 s.m.,96784,71714,25070,0,0,0
2005,San Luis Potos¡,No especificado,15535,10031,5504,0,0,0
2005,San Luis Potos¡,No recibe ingresos,107238,100358,6880,0,0,0
2005,Sinaloa,1 salario m¡nimo,12681,12392,289,0,0,0
2005,Sinaloa,Menos de 1 s.m.,987954,864323,123631,0,0,0
2005,Sinaloa,M s de 1 hasta 2 s.m.,22205,19385,2820,0,0,0
2005,Sinaloa,M s de 10 s.m.,835113,363074,472039,0,0,0
