year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state_and_year,total_man_by_state_and_year,total_woman_by_state_and_year,man_percentage_by_state_and_level,woman_percentage_by_state_and_level,rate_level
2005,Chihuahua,M s de 5 hasta 10 s.m.,114287,75082,39205,3265822,2338295,927527,65.696,34.304,0
2005,Chihuahua,No especificado,61390,41896,19494,3265822,2338295,927527,68.246,31.754,0
2005,Chihuahua,No recibe ingresos,133321,119070,14251,3265822,2338295,927527,89.311,10.689,0
2005,Ciudad de Mxico,1 salario m¡nimo,23154,17451,5703,7786083,5242139,2543944,75.369,24.631,0
2005,Ciudad de Mxico,Menos de 1 s.m.,70315,62886,7429,7786083,5242139,2543944,89.435,10.565,0
2005,Ciudad de Mxico,M s de 1 hasta 2 s.m.,81373,74264,7109,7786083,5242139,2543944,91.264,8.736,0
2005,Ciudad de Mxico,M s de 10 s.m.,2842201,1484778,1357423,7786083,5242139,2543944,52.24,47.76,0
2005,Ciudad de Mxico,M s de 2 hasta 3 s.m.,840869,776214,64655,7786083,5242139,2543944,92.311,7.689,0
2005,Ciudad de Mxico,M s de 3 hasta 5 s.m.,2075100,1342309,732791,7786083,5242139,2543944,64.686,35.314,0
2005,Ciudad de Mxico,M s de 5 hasta 10 s.m.,549324,364989,184335,7786083,5242139,2543944,66.443,33.557,0
2005,Ciudad de Mxico,No especificado,316327,206815,109512,7786083,5242139,2543944,65.38,34.62,0
2005,Ciudad de Mxico,No recibe ingresos,987420,912433,74987,7786083,5242139,2543944,92.406,7.594,0
2005,Coahuila,1 salario m¡nimo,73789,72336,1453,2562377,1876279,686098,98.031,1.969,0
2005,Coahuila,Menos de 1 s.m.,209940,198458,11482,2562377,1876279,686098,94.531,5.469,0
2005,Coahuila,M s de 1 hasta 2 s.m.,11951,9186,2765,2562377,1876279,686098,76.864,23.136,0
2005,Coahuila,M s de 10 s.m.,622457,320003,302454,2562377,1876279,686098,51.41,48.59,0
2005,Coahuila,M s de 2 hasta 3 s.m.,335803,312270,23533,2562377,1876279,686098,92.992,7.008,0
2005,Coahuila,M s de 3 hasta 5 s.m.,980428,694003,286425,2562377,1876279,686098,70.786,29.214,0
2005,Coahuila,M s de 5 hasta 10 s.m.,123245,89479,33766,2562377,1876279,686098,72.603,27.397,0
2005,Coahuila,No especificado,22394,13363,9031,2562377,1876279,686098,59.672,40.328,0
2005,Coahuila,No recibe ingresos,182370,167181,15189,2562377,1876279,686098,91.671,8.329,0
2005,Colima,1 salario m¡nimo,10688,10536,152,605384,422976,182408,98.578,1.422,0
2005,Colima,Menos de 1 s.m.,135707,117300,18407,605384,422976,182408,86.436,13.564,0
2005,Colima,M s de 1 hasta 2 s.m.,5016,3825,1191,605384,422976,182408,76.256,23.744,0
2005,Colima,M s de 10 s.m.,164486,64983,99503,605384,422976,182408,39.507,60.493,0
2005,Colima,M s de 2 hasta 3 s.m.,84446,82052,2394,605384,422976,182408,97.165,2.835,0
2005,Colima,M s de 3 hasta 5 s.m.,106815,64599,42216,605384,422976,182408,60.477,39.523,0
2005,Colima,M s de 5 hasta 10 s.m.,33846,24943,8903,605384,422976,182408,73.696,26.304,0
2005,Colima,No especificado,6980,4310,2670,605384,422976,182408,61.748,38.252,0
2005,Colima,No recibe ingresos,57400,50428,6972,605384,422976,182408,87.854,12.146,0
2005,Durango,1 salario m¡nimo,26931,23743,3188,1545941,1180199,365742,88.162,11.838,0
2005,Durango,Menos de 1 s.m.,448535,430932,17603,1545941,1180199,365742,96.075,3.925,0
2005,Durango,M s de 1 hasta 2 s.m.,7136,6041,1095,1545941,1180199,365742,84.655,15.345,0
2005,Durango,M s de 10 s.m.,336669,141758,194911,1545941,1180199,365742,42.106,57.894,0
2005,Durango,M s de 2 hasta 3 s.m.,170140,164469,5671,1545941,1180199,365742,96.667,3.333,0
2005,Durango,M s de 3 hasta 5 s.m.,393872,270484,123388,1545941,1180199,365742,68.673,31.327,0
2005,Durango,M s de 5 hasta 10 s.m.,48660,38710,9950,1545941,1180199,365742,79.552,20.448,0
2005,Durango,No especificado,9218,5443,3775,1545941,1180199,365742,59.048,40.952,0
2005,Durango,No recibe ingresos,104780,98619,6161,1545941,1180199,365742,94.12,5.88,0
2005,Estado de Mxico,1 salario m¡nimo,26137,24497,1640,14194353,10157282,4037071,93.725,6.275,0
2005,Estado de Mxico,Menos de 1 s.m.,1226255,1069849,156406,14194353,10157282,4037071,87.245,12.755,0
2005,Estado de Mxico,M s de 1 hasta 2 s.m.,117735,112767,4968,14194353,10157282,4037071,95.78,4.22,0
2005,Estado de Mxico,M s de 10 s.m.,4226176,2168027,2058149,14194353,10157282,4037071,51.3,48.7,0
2005,Estado de Mxico,M s de 2 hasta 3 s.m.,2141733,2078078,63655,14194353,10157282,4037071,97.028,2.972,0
2005,Estado de Mxico,M s de 3 hasta 5 s.m.,4322859,2817690,1505169,14194353,10157282,4037071,65.181,34.819,0
2005,Estado de Mxico,M s de 5 hasta 10 s.m.,579218,460194,119024,14194353,10157282,4037071,79.451,20.549,0
2005,Estado de Mxico,No especificado,201765,132354,69411,14194353,10157282,4037071,65.598,34.402,0
2005,Estado de Mxico,No recibe ingresos,1352475,1293826,58649,14194353,10157282,4037071,95.664,4.336,0
2005,Guanajuato,1 salario m¡nimo,15917,15634,283,5502750,3747106,1755644,98.222,1.778,0
2005,Guanajuato,Menos de 1 s.m.,1049491,903120,146371,5502750,3747106,1755644,86.053,13.947,0
2005,Guanajuato,M s de 1 hasta 2 s.m.,35605,30873,4732,5502750,3747106,1755644,86.71,13.29,0
2005,Guanajuato,M s de 10 s.m.,1476345,609732,866613,5502750,3747106,1755644,41.3,58.7,0
2005,Guanajuato,M s de 2 hasta 3 s.m.,604942,590471,14471,5502750,3747106,1755644,97.608,2.392,0
2005,Guanajuato,M s de 3 hasta 5 s.m.,1809367,1186471,622896,5502750,3747106,1755644,65.574,34.426,0
2005,Guanajuato,M s de 5 hasta 10 s.m.,272621,202879,69742,5502750,3747106,1755644,74.418,25.582,0
2005,Guanajuato,No especificado,32572,22644,9928,5502750,3747106,1755644,69.52,30.48,0
2005,Guanajuato,No recibe ingresos,205890,185282,20608,5502750,3747106,1755644,89.991,10.009,0
2005,Guerrero,1 salario m¡nimo,4557,4017,540,3197806,2281191,916615,88.15,11.85,0
2005,Guerrero,Menos de 1 s.m.,1363224,1199056,164168,3197806,2281191,916615,87.957,12.043,0
2005,Guerrero,M s de 1 hasta 2 s.m.,11583,11379,204,3197806,2281191,916615,98.239,1.761,0
2005,Guerrero,M s de 10 s.m.,679477,244177,435300,3197806,2281191,916615,35.936,64.064,0
2005,Guerrero,M s de 2 hasta 3 s.m.,367203,361419,5784,3197806,2281191,916615,98.425,1.575,0
2005,Guerrero,M s de 3 hasta 5 s.m.,475501,197985,277516,3197806,2281191,916615,41.637,58.363,0
2005,Guerrero,M s de 5 hasta 10 s.m.,90057,69337,20720,3197806,2281191,916615,76.992,23.008,0
2005,Guerrero,No especificado,22613,14169,8444,3197806,2281191,916615,62.659,37.341,0
2005,Guerrero,No recibe ingresos,183591,179652,3939,3197806,2281191,916615,97.854,2.146,0
2005,Hidalgo,1 salario m¡nimo,14494,14494,0,2869155,1997037,872118,100,0,0
2005,Hidalgo,Menos de 1 s.m.,997895,804160,193735,2869155,1997037,872118,80.586,19.414,0
2005,Hidalgo,M s de 1 hasta 2 s.m.,16623,14208,2415,2869155,1997037,872118,85.472,14.528,0
2005,Hidalgo,M s de 10 s.m.,674046,297455,376591,2869155,1997037,872118,44.13,55.87,0
2005,Hidalgo,M s de 2 hasta 3 s.m.,321051,315395,5656,2869155,1997037,872118,98.238,1.762,0
2005,Hidalgo,M s de 3 hasta 5 s.m.,628898,366647,262251,2869155,1997037,872118,58.3,41.7,0
2005,Hidalgo,M s de 5 hasta 10 s.m.,78030,63171,14859,2869155,1997037,872118,80.957,19.043,0
2005,Hidalgo,No especificado,23294,11340,11954,2869155,1997037,872118,48.682,51.318,0
2005,Hidalgo,No recibe ingresos,114824,110167,4657,2869155,1997037,872118,95.944,4.056,0
2005,Jalisco,1 salario m¡nimo,6265,5999,266,7387703,5000539,2387164,95.754,4.246,0
2005,Jalisco,Menos de 1 s.m.,1220570,1016892,203678,7387703,5000539,2387164,83.313,16.687,0
2005,Jalisco,M s de 1 hasta 2 s.m.,34066,26089,7977,7387703,5000539,2387164,76.584,23.416,0
2005,Jalisco,M s de 10 s.m.,2126076,1014341,1111735,7387703,5000539,2387164,47.71,52.29,0
2005,Jalisco,M s de 2 hasta 3 s.m.,918876,900769,18107,7387703,5000539,2387164,98.029,1.971,0
2005,Jalisco,M s de 3 hasta 5 s.m.,2293818,1393744,900074,7387703,5000539,2387164,60.761,39.239,0
2005,Jalisco,M s de 5 hasta 10 s.m.,335880,257001,78879,7387703,5000539,2387164,76.516,23.484,0
2005,Jalisco,No especificado,72049,51186,20863,7387703,5000539,2387164,71.043,28.957,0
2005,Jalisco,No recibe ingresos,380103,334518,45585,7387703,5000539,2387164,88.007,11.993,0
2005,Michoac n,1 salario m¡nimo,2696,2696,0,4438366,3067738,1370628,100,0,0
2005,Michoac n,Menos de 1 s.m.,1340985,1134775,206210,4438366,3067738,1370628,84.622,15.378,0
2005,Michoac n,M s de 1 hasta 2 s.m.,36080,29295,6785,4438366,3067738,1370628,81.195,18.805,0
2005,Michoac n,M s de 10 s.m.,1145443,468741,676702,4438366,3067738,1370628,40.922,59.078,0
2005,Michoac n,M s de 2 hasta 3 s.m.,474941,470113,4828,4438366,3067738,1370628,98.983,1.017,0
2005,Michoac n,M s de 3 hasta 5 s.m.,966032,563544,402488,4438366,3067738,1370628,58.336,41.664,0
2005,Michoac n,M s de 5 hasta 10 s.m.,193430,149618,43812,4438366,3067738,1370628,77.35,22.65,0
2005,Michoac n,No especificado,27169,14275,12894,4438366,3067738,1370628,52.541,47.459,0
2005,Michoac n,No recibe ingresos,251590,234681,16909,4438366,3067738,1370628,93.279,6.721,0
2005,Morelos,1 salario m¡nimo,4909,3755,1154,1644037,1165417,478620,76.492,23.508,0
2005,Morelos,Menos de 1 s.m.,352219,319901,32318,1644037,1165417,478620,90.824,9.176,0
2005,Morelos,M s de 1 hasta 2 s.m.,11876,9673,2203,1644037,1165417,478620,81.45,18.55,0
2005,Morelos,M s de 10 s.m.,489074,207077,281997,1644037,1165417,478620,42.341,57.659,0
2005,Morelos,M s de 2 hasta 3 s.m.,276748,272931,3817,1644037,1165417,478620,98.621,1.379,0
2005,Morelos,M s de 3 hasta 5 s.m.,318541,185905,132636,1644037,1165417,478620,58.361,41.639,0
2005,Morelos,M s de 5 hasta 10 s.m.,54730,40841,13889,1644037,1165417,478620,74.623,25.377,0
2005,Morelos,No especificado,16154,10956,5198,1644037,1165417,478620,67.822,32.178,0
2005,Morelos,No recibe ingresos,119786,114378,5408,1644037,1165417,478620,95.485,4.515,0
2005,Nacional,1 salario m¡nimo,729878,643629,86249,109386613,77433489,31953124,88.183,11.817,0
2005,Nacional,Menos de 1 s.m.,24876045,21835965,3040080,109386613,77433489,31953124,87.779,12.221,0
2005,Nacional,M s de 1 hasta 2 s.m.,758664,635519,123145,109386613,77433489,31953124,83.768,16.232,0
2005,Nacional,M s de 10 s.m.,28356171,13195820,15160351,109386613,77433489,31953124,46.536,53.464,0
2005,Nacional,M s de 2 hasta 3 s.m.,13316161,12913577,402584,109386613,77433489,31953124,96.977,3.023,0
2005,Nacional,M s de 3 hasta 5 s.m.,28237478,17323270,10914208,109386613,77433489,31953124,61.349,38.651,0
2005,Nacional,M s de 5 hasta 10 s.m.,4622850,3384279,1238571,109386613,77433489,31953124,73.208,26.792,0
2005,Nacional,No especificado,1348425,853412,495013,109386613,77433489,31953124,63.29,36.71,0
2005,Nacional,No recibe ingresos,7140941,6648018,492923,109386613,77433489,31953124,93.097,6.903,0
2005,Nayarit,1 salario m¡nimo,2598,2442,156,1036564,748356,288208,93.995,6.005,0
2005,Nayarit,Menos de 1 s.m.,368549,344034,24515,1036564,748356,288208,93.348,6.652,0
2005,Nayarit,M s de 1 hasta 2 s.m.,6738,4605,2133,1036564,748356,288208,68.344,31.656,0
2005,Nayarit,M s de 10 s.m.,281517,110943,170574,1036564,748356,288208,39.409,60.591,0
2005,Nayarit,M s de 2 hasta 3 s.m.,130656,126797,3859,1036564,748356,288208,97.046,2.954,0
2005,Nayarit,M s de 3 hasta 5 s.m.,144481,76521,67960,1036564,748356,288208,52.963,47.037,0
2005,Nayarit,M s de 5 hasta 10 s.m.,43445,30998,12447,1036564,748356,288208,71.35,28.65,0
2005,Nayarit,No especificado,7931,4159,3772,1036564,748356,288208,52.44,47.56,0
2005,Nayarit,No recibe ingresos,50649,47857,2792,1036564,748356,288208,94.488,5.512,0
2005,Nuevo Le¢n,1 salario m¡nimo,16713,13727,2986,4519131,3246525,1272606,82.134,17.866,0
2005,Nuevo Le¢n,Menos de 1 s.m.,192027,166325,25702,4519131,3246525,1272606,86.615,13.385,0
2005,Nuevo Le¢n,M s de 1 hasta 2 s.m.,41090,30490,10600,4519131,3246525,1272606,74.203,25.797,0
2005,Nuevo Le¢n,M s de 10 s.m.,1114766,549822,564944,4519131,3246525,1272606,49.322,50.678,0
2005,Nuevo Le¢n,M s de 2 hasta 3 s.m.,616716,584297,32419,4519131,3246525,1272606,94.743,5.257,0
2005,Nuevo Le¢n,M s de 3 hasta 5 s.m.,1754098,1264616,489482,4519131,3246525,1272606,72.095,27.905,0
2005,Nuevo Le¢n,M s de 5 hasta 10 s.m.,307985,221214,86771,4519131,3246525,1272606,71.826,28.174,0
2005,Nuevo Le¢n,No especificado,86808,53887,32921,4519131,3246525,1272606,62.076,37.924,0
2005,Nuevo Le¢n,No recibe ingresos,388928,362147,26781,4519131,3246525,1272606,93.114,6.886,0
2005,Oaxaca,1 salario m¡nimo,17816,15049,2767,4309845,2852419,1457426,84.469,15.531,0
2005,Oaxaca,Menos de 1 s.m.,2028288,1706173,322115,4309845,2852419,1457426,84.119,15.881,0
2005,Oaxaca,M s de 1 hasta 2 s.m.,8995,7524,1471,4309845,2852419,1457426,83.646,16.354,0
2005,Oaxaca,M s de 10 s.m.,813109,266171,546938,4309845,2852419,1457426,32.735,67.265,0
2005,Oaxaca,M s de 2 hasta 3 s.m.,348404,343924,4480,4309845,2852419,1457426,98.714,1.286,0
2005,Oaxaca,M s de 3 hasta 5 s.m.,811634,280473,531161,4309845,2852419,1457426,34.557,65.443,0
2005,Oaxaca,M s de 5 hasta 10 s.m.,89424,57484,31940,4309845,2852419,1457426,64.283,35.717,0
2005,Oaxaca,No especificado,21154,11728,9426,4309845,2852419,1457426,55.441,44.559,0
2005,Oaxaca,No recibe ingresos,171021,163893,7128,4309845,2852419,1457426,95.832,4.168,0
2005,Puebla,1 salario m¡nimo,45632,43843,1789,6524911,4341491,2183420,96.08,3.92,0
2005,Puebla,Menos de 1 s.m.,2200394,1674824,525570,6524911,4341491,2183420,76.115,23.885,0
2005,Puebla,M s de 1 hasta 2 s.m.,17466,14434,3032,6524911,4341491,2183420,82.641,17.359,0
2005,Puebla,M s de 10 s.m.,1308002,555037,752965,6524911,4341491,2183420,42.434,57.566,0
2005,Puebla,M s de 2 hasta 3 s.m.,599997,589410,10587,6524911,4341491,2183420,98.235,1.765,0
2005,Puebla,M s de 3 hasta 5 s.m.,1692205,944360,747845,6524911,4341491,2183420,55.806,44.194,0
2005,Puebla,M s de 5 hasta 10 s.m.,268844,168411,100433,6524911,4341491,2183420,62.643,37.357,0
2005,Puebla,No especificado,62661,38440,24221,6524911,4341491,2183420,61.346,38.654,0
2005,Puebla,No recibe ingresos,329710,312732,16978,6524911,4341491,2183420,94.851,5.149,0
2005,Queretaro,1 salario m¡nimo,9672,9458,214,1747355,1197635,549720,97.787,2.213,0
2005,Queretaro,Menos de 1 s.m.,259386,218408,40978,1747355,1197635,549720,84.202,15.798,0
2005,Queretaro,M s de 1 hasta 2 s.m.,8287,7068,1219,1747355,1197635,549720,85.29,14.71,0
2005,Queretaro,M s de 10 s.m.,408759,174472,234287,1747355,1197635,549720,42.683,57.317,0
2005,Queretaro,M s de 2 hasta 3 s.m.,256319,248977,7342,1747355,1197635,549720,97.136,2.864,0
2005,Queretaro,M s de 3 hasta 5 s.m.,597796,369333,228463,1747355,1197635,549720,61.782,38.218,0
2005,Queretaro,M s de 5 hasta 10 s.m.,74779,54697,20082,1747355,1197635,549720,73.145,26.855,0
2005,Queretaro,No especificado,19751,12136,7615,1747355,1197635,549720,61.445,38.555,0
2005,Queretaro,No recibe ingresos,112606,103086,9520,1747355,1197635,549720,91.546,8.454,0
2005,Quintana Roo,1 salario m¡nimo,3753,3753,0,986163,705001,281162,100,0,0
2005,Quintana Roo,Menos de 1 s.m.,134851,123244,11607,986163,705001,281162,91.393,8.607,0
2005,Quintana Roo,M s de 1 hasta 2 s.m.,11201,9769,1432,986163,705001,281162,87.215,12.785,0
2005,Quintana Roo,M s de 10 s.m.,345282,160451,184831,986163,705001,281162,46.47,53.53,0
2005,Quintana Roo,M s de 2 hasta 3 s.m.,171227,165713,5514,986163,705001,281162,96.78,3.22,0
2005,Quintana Roo,M s de 3 hasta 5 s.m.,132509,81598,50911,986163,705001,281162,61.579,38.421,0
2005,Quintana Roo,M s de 5 hasta 10 s.m.,48199,37842,10357,986163,705001,281162,78.512,21.488,0
2005,Quintana Roo,No especificado,15700,9340,6360,986163,705001,281162,59.49,40.51,0
2005,Quintana Roo,No recibe ingresos,123441,113291,10150,986163,705001,281162,91.777,8.223,0
2005,San Luis Potos¡,1 salario m¡nimo,34512,33162,1350,2547912,1831825,716087,96.088,3.912,0
2005,San Luis Potos¡,Menos de 1 s.m.,785987,689877,96110,2547912,1831825,716087,87.772,12.228,0
2005,San Luis Potos¡,M s de 1 hasta 2 s.m.,12898,9196,3702,2547912,1831825,716087,71.298,28.702,0
2005,San Luis Potos¡,M s de 10 s.m.,566414,244462,321952,2547912,1831825,716087,43.16,56.84,0
2005,San Luis Potos¡,M s de 2 hasta 3 s.m.,274869,268356,6513,2547912,1831825,716087,97.631,2.369,0
2005,San Luis Potos¡,M s de 3 hasta 5 s.m.,653675,404669,249006,2547912,1831825,716087,61.907,38.093,0
2005,San Luis Potos¡,M s de 5 hasta 10 s.m.,96784,71714,25070,2547912,1831825,716087,74.097,25.903,0
2005,San Luis Potos¡,No especificado,15535,10031,5504,2547912,1831825,716087,64.57,35.43,0
2005,San Luis Potos¡,No recibe ingresos,107238,100358,6880,2547912,1831825,716087,93.584,6.416,0
2005,Sinaloa,1 salario m¡nimo,12681,12392,289,2973501,2088931,884570,97.721,2.279,0
2005,Sinaloa,Menos de 1 s.m.,987954,864323,123631,2973501,2088931,884570,87.486,12.514,0
2005,Sinaloa,M s de 1 hasta 2 s.m.,22205,19385,2820,2973501,2088931,884570,87.3,12.7,0
2005,Sinaloa,M s de 10 s.m.,835113,363074,472039,2973501,2088931,884570,43.476,56.524,0
2005,Sinaloa,M s de 2 hasta 3 s.m.,321081,309418,11663,2973501,2088931,884570,96.368,3.632,0
2005,Sinaloa,M s de 3 hasta 5 s.m.,498356,295652,202704,2973501,2088931,884570,59.325,40.675,0
2005,Sinaloa,M s de 5 hasta 10 s.m.,142187,101345,40842,2973501,2088931,884570,71.276,28.724,0
2005,Sinaloa,No especificado,26969,16846,10123,2973501,2088931,884570,62.464,37.536,0
2005,Sinaloa,No recibe ingresos,126955,106496,20459,2973501,2088931,884570,83.885,16.115,0
2005,Sonora,1 salario m¡nimo,27337,25991,1346,2440610,1708066,732544,95.076,4.924,0
2005,Sonora,Menos de 1 s.m.,419210,371584,47626,2440610,1708066,732544,88.639,11.361,0
2005,Sonora,M s de 1 hasta 2 s.m.,26823,24928,1895,2440610,1708066,732544,92.935,7.065,0
2005,Sonora,M s de 10 s.m.,635832,315294,320538,2440610,1708066,732544,49.588,50.412,0
2005,Sonora,M s de 2 hasta 3 s.m.,357542,347940,9602,2440610,1708066,732544,97.314,2.686,0
2005,Sonora,M s de 3 hasta 5 s.m.,686388,394660,291728,2440610,1708066,732544,57.498,42.502,0
2005,Sonora,M s de 5 hasta 10 s.m.,128732,96150,32582,2440610,1708066,732544,74.69,25.31,0
2005,Sonora,No especificado,33888,19314,14574,2440610,1708066,732544,56.994,43.006,0
2005,Sonora,No recibe ingresos,124858,112205,12653,2440610,1708066,732544,89.866,10.134,0
2005,Tabasco,1 salario m¡nimo,110445,91784,18661,1968675,1596889,371786,83.104,16.896,0
2005,Tabasco,Menos de 1 s.m.,722383,701937,20446,1968675,1596889,371786,97.17,2.83,0
2005,Tabasco,M s de 1 hasta 2 s.m.,13431,11684,1747,1968675,1596889,371786,86.993,13.007,0
2005,Tabasco,M s de 10 s.m.,476118,234345,241773,1968675,1596889,371786,49.22,50.78,0
2005,Tabasco,M s de 2 hasta 3 s.m.,235090,229383,5707,1968675,1596889,371786,97.572,2.428,0
2005,Tabasco,M s de 3 hasta 5 s.m.,191909,143371,48538,1968675,1596889,371786,74.708,25.292,0
2005,Tabasco,M s de 5 hasta 10 s.m.,82467,62844,19623,1968675,1596889,371786,76.205,23.795,0
2005,Tabasco,No especificado,27865,16887,10978,1968675,1596889,371786,60.603,39.397,0
2005,Tabasco,No recibe ingresos,108967,104654,4313,1968675,1596889,371786,96.042,3.958,0
2005,Tamaulipas,1 salario m¡nimo,34336,31198,3138,3242166,2272545,969621,90.861,9.139,0
2005,Tamaulipas,Menos de 1 s.m.,388204,367807,20397,3242166,2272545,969621,94.746,5.254,0
2005,Tamaulipas,M s de 1 hasta 2 s.m.,30992,19277,11715,3242166,2272545,969621,62.2,37.8,0
2005,Tamaulipas,M s de 10 s.m.,803550,422647,380903,3242166,2272545,969621,52.597,47.403,0
2005,Tamaulipas,M s de 2 hasta 3 s.m.,471593,453144,18449,3242166,2272545,969621,96.088,3.912,0
2005,Tamaulipas,M s de 3 hasta 5 s.m.,1048969,599927,449042,3242166,2272545,969621,57.192,42.808,0
2005,Tamaulipas,M s de 5 hasta 10 s.m.,168787,123610,45177,3242166,2272545,969621,73.234,26.766,0
2005,Tamaulipas,No especificado,35399,22951,12448,3242166,2272545,969621,64.835,35.165,0
2005,Tamaulipas,No recibe ingresos,260336,231984,28352,3242166,2272545,969621,89.109,10.891,0
2005,Tlaxcala,1 salario m¡nimo,1464,1319,145,1240135,871892,368243,90.096,9.904,0
2005,Tlaxcala,Menos de 1 s.m.,280358,253374,26984,1240135,871892,368243,90.375,9.625,0
2005,Tlaxcala,M s de 1 hasta 2 s.m.,2944,2651,293,1240135,871892,368243,90.048,9.952,0
2005,Tlaxcala,M s de 10 s.m.,271043,127848,143195,1240135,871892,368243,47.169,52.831,0
2005,Tlaxcala,M s de 2 hasta 3 s.m.,163380,162414,966,1240135,871892,368243,99.409,0.591,0
2005,Tlaxcala,M s de 3 hasta 5 s.m.,435095,247466,187629,1240135,871892,368243,56.876,43.124,0
2005,Tlaxcala,M s de 5 hasta 10 s.m.,24392,18851,5541,1240135,871892,368243,77.284,22.716,0
2005,Tlaxcala,No especificado,4780,2947,1833,1240135,871892,368243,61.653,38.347,0
2005,Tlaxcala,No recibe ingresos,56679,55022,1657,1240135,871892,368243,97.077,2.923,0
2005,Veracruz,1 salario m¡nimo,127531,99195,28336,7405879,5656657,1749222,77.781,22.219,0
2005,Veracruz,Menos de 1 s.m.,2775300,2604895,170405,7405879,5656657,1749222,93.86,6.14,0
2005,Veracruz,M s de 1 hasta 2 s.m.,58275,44743,13532,7405879,5656657,1749222,76.779,23.221,0
2005,Veracruz,M s de 10 s.m.,1765070,752622,1012448,7405879,5656657,1749222,42.64,57.36,0
2005,Veracruz,M s de 2 hasta 3 s.m.,848607,835329,13278,7405879,5656657,1749222,98.435,1.565,0
2005,Veracruz,M s de 3 hasta 5 s.m.,1120788,721437,399351,7405879,5656657,1749222,64.369,35.631,0
2005,Veracruz,M s de 5 hasta 10 s.m.,232021,173558,58463,7405879,5656657,1749222,74.803,25.197,0
2005,Veracruz,No especificado,55008,34551,20457,7405879,5656657,1749222,62.811,37.189,0
2005,Veracruz,No recibe ingresos,423279,390327,32952,7405879,5656657,1749222,92.215,7.785,0
2005,Yucat n,1 salario m¡nimo,3316,3198,118,2017677,1388541,629136,96.441,3.559,0
2005,Yucat n,Menos de 1 s.m.,400663,368926,31737,2017677,1388541,629136,92.079,7.921,0
2005,Yucat n,M s de 1 hasta 2 s.m.,12599,9266,3333,2017677,1388541,629136,73.546,26.454,0
2005,Yucat n,M s de 10 s.m.,477322,217220,260102,2017677,1388541,629136,45.508,54.492,0
2005,Yucat n,M s de 2 hasta 3 s.m.,241485,234474,7011,2017677,1388541,629136,97.097,2.903,0
2005,Yucat n,M s de 3 hasta 5 s.m.,625912,340361,285551,2017677,1388541,629136,54.378,45.622,0
2005,Yucat n,M s de 5 hasta 10 s.m.,100675,78210,22465,2017677,1388541,629136,77.686,22.314,0
2005,Yucat n,No especificado,33726,20050,13676,2017677,1388541,629136,59.45,40.55,0
2005,Yucat n,No recibe ingresos,121979,116836,5143,2017677,1388541,629136,95.784,4.216,0
2005,Zacatecas,1 salario m¡nimo,13919,13778,141,1420948,1051523,369425,98.987,1.013,0
2005,Zacatecas,Menos de 1 s.m.,584225,508232,75993,1420948,1051523,369425,86.993,13.007,0
2005,Zacatecas,M s de 1 hasta 2 s.m.,8984,8266,718,1420948,1051523,369425,92.008,7.992,0
2005,Zacatecas,M s de 10 s.m.,372686,161840,210846,1420948,1051523,369425,43.425,56.575,0
2005,Zacatecas,M s de 2 hasta 3 s.m.,186422,184541,1881,1420948,1051523,369425,98.991,1.009,0
2005,Zacatecas,M s de 3 hasta 5 s.m.,179872,111833,68039,1420948,1051523,369425,62.174,37.826,0
2005,Zacatecas,M s de 5 hasta 10 s.m.,31475,24487,6988,1420948,1051523,369425,77.798,22.202,0
2005,Zacatecas,No especificado,6267,3466,2801,1420948,1051523,369425,55.306,44.694,0
2005,Zacatecas,No recibe ingresos,37098,35080,2018,1420948,1051523,369425,94.56,5.44,0
2006,Aguascalientes,1 salario m¡nimo,2230,2145,85,1045773,743518,302255,96.188,3.812,0
2006,Aguascalientes,Menos de 1 s.m.,114855,109476,5379,1045773,743518,302255,95.317,4.683,0
2006,Aguascalientes,M s de 1 hasta 2 s.m.,5224,3877,1347,1045773,743518,302255,74.215,25.785,0
2006,Aguascalientes,M s de 10 s.m.,289545,140369,149176,1045773,743518,302255,48.479,51.521,0
2006,Aguascalientes,M s de 2 hasta 3 s.m.,145377,140426,4951,1045773,743518,302255,96.594,3.406,0
2006,Aguascalientes,M s de 3 hasta 5 s.m.,350759,233644,117115,1045773,743518,302255,66.611,33.389,0
2006,Aguascalientes,M s de 5 hasta 10 s.m.,60466,47494,12972,1045773,743518,302255,78.547,21.453,0
2006,Aguascalientes,No especificado,13884,7906,5978,1045773,743518,302255,56.943,43.057,0
2006,Aguascalientes,No recibe ingresos,63433,58181,5252,1045773,743518,302255,91.72,8.28,0
2006,Baja California,1 salario m¡nimo,3998,3711,287,2962321,1975112,987209,92.821,7.179,0
2006,Baja California,Menos de 1 s.m.,274203,207565,66638,2962321,1975112,987209,75.698,24.302,0
2006,Baja California,M s de 1 hasta 2 s.m.,28350,23581,4769,2962321,1975112,987209,83.178,16.822,0
2006,Baja California,M s de 10 s.m.,804395,431669,372726,2962321,1975112,987209,53.664,46.336,0
2006,Baja California,M s de 2 hasta 3 s.m.,417166,398572,18594,2962321,1975112,987209,95.543,4.457,0
2006,Baja California,M s de 3 hasta 5 s.m.,1102060,650951,451109,2962321,1975112,987209,59.067,40.933,0
2006,Baja California,M s de 5 hasta 10 s.m.,109644,77152,32492,2962321,1975112,987209,70.366,29.634,0
