year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state_and_year,total_man_by_state_and_year,total_woman_by_state_and_year,man_percentage_by_state_and_level,woman_percentage_by_state_and_level,rate_level
2014,Baja California,Menos de 1 s.m.,265863,203809,62054,3589626,2312756,1276870,76.659,23.341,0
2014,Baja California,M s de 1 hasta 2 s.m.,35251,28129,7122,3589626,2312756,1276870,79.796,20.204,0
2014,Baja California,M s de 10 s.m.,1014697,516811,497886,3589626,2312756,1276870,50.933,49.067,0
2014,Baja California,M s de 2 hasta 3 s.m.,351674,337877,13797,3589626,2312756,1276870,96.077,3.923,0
2014,Baja California,M s de 3 hasta 5 s.m.,1505613,889745,615868,3589626,2312756,1276870,59.095,40.905,0
2014,Baja California,M s de 5 hasta 10 s.m.,162697,122759,39938,3589626,2312756,1276870,75.453,24.547,0
2014,Baja California,No especificado,47484,29122,18362,3589626,2312756,1276870,61.33,38.67,0
2014,Baja California,No recibe ingresos,200163,178320,21843,3589626,2312756,1276870,89.087,10.913,0
2014,Baja California Sur,1 salario m¡nimo,15380,12118,3262,712133,503288,208845,78.791,21.209,0
2014,Baja California Sur,Menos de 1 s.m.,155955,123907,32048,712133,503288,208845,79.45,20.55,0
2014,Baja California Sur,M s de 1 hasta 2 s.m.,9571,7074,2497,712133,503288,208845,73.911,26.089,0
2014,Baja California Sur,M s de 10 s.m.,224423,109636,114787,712133,503288,208845,48.852,51.148,0
2014,Baja California Sur,M s de 2 hasta 3 s.m.,128049,122121,5928,712133,503288,208845,95.371,4.629,0
2014,Baja California Sur,M s de 3 hasta 5 s.m.,88755,57458,31297,712133,503288,208845,64.738,35.262,0
2014,Baja California Sur,M s de 5 hasta 10 s.m.,34166,24784,9382,712133,503288,208845,72.54,27.46,0
2014,Baja California Sur,No especificado,8604,5486,3118,712133,503288,208845,63.761,36.239,0
2014,Baja California Sur,No recibe ingresos,47230,40704,6526,712133,503288,208845,86.183,13.817,0
2014,Campeche,1 salario m¡nimo,35721,26750,8971,967129,721575,245554,74.886,25.114,0
2014,Campeche,Menos de 1 s.m.,298675,285160,13515,967129,721575,245554,95.475,4.525,0
2014,Campeche,M s de 1 hasta 2 s.m.,6471,6050,421,967129,721575,245554,93.494,6.506,0
2014,Campeche,M s de 10 s.m.,234167,97462,136705,967129,721575,245554,41.621,58.379,0
2014,Campeche,M s de 2 hasta 3 s.m.,165491,156767,8724,967129,721575,245554,94.728,5.272,0
2014,Campeche,M s de 3 hasta 5 s.m.,139886,71814,68072,967129,721575,245554,51.338,48.662,0
2014,Campeche,M s de 5 hasta 10 s.m.,23144,19434,3710,967129,721575,245554,83.97,16.03,0
2014,Campeche,No especificado,9715,7612,2103,967129,721575,245554,78.353,21.647,0
2014,Campeche,No recibe ingresos,53859,50526,3333,967129,721575,245554,93.812,6.188,0
2014,Chiapas,1 salario m¡nimo,21029,19255,1774,5352961,4321577,1031384,91.564,8.436,0
2014,Chiapas,Menos de 1 s.m.,2880010,2757255,122755,5352961,4321577,1031384,95.738,4.262,0
2014,Chiapas,M s de 1 hasta 2 s.m.,15808,13155,2653,5352961,4321577,1031384,83.217,16.783,0
2014,Chiapas,M s de 10 s.m.,996927,403374,593553,5352961,4321577,1031384,40.462,59.538,0
2014,Chiapas,M s de 2 hasta 3 s.m.,487176,478274,8902,5352961,4321577,1031384,98.173,1.827,0
2014,Chiapas,M s de 3 hasta 5 s.m.,546393,285550,260843,5352961,4321577,1031384,52.261,47.739,0
2014,Chiapas,M s de 5 hasta 10 s.m.,145919,112447,33472,5352961,4321577,1031384,77.061,22.939,0
2014,Chiapas,No especificado,13004,9122,3882,5352961,4321577,1031384,70.148,29.852,0
2014,Chiapas,No recibe ingresos,246695,243145,3550,5352961,4321577,1031384,98.561,1.439,0
2014,Chihuahua,1 salario m¡nimo,93101,87706,5395,4024877,2832852,1192025,94.205,5.795,0
2014,Chihuahua,Menos de 1 s.m.,581787,543424,38363,4024877,2832852,1192025,93.406,6.594,0
2014,Chihuahua,M s de 1 hasta 2 s.m.,22562,17060,5502,4024877,2832852,1192025,75.614,24.386,0
2014,Chihuahua,M s de 10 s.m.,867818,445284,422534,4024877,2832852,1192025,51.311,48.689,0
2014,Chihuahua,M s de 2 hasta 3 s.m.,422996,406388,16608,4024877,2832852,1192025,96.074,3.926,0
2014,Chihuahua,M s de 3 hasta 5 s.m.,1645520,1019428,626092,4024877,2832852,1192025,61.952,38.048,0
2014,Chihuahua,M s de 5 hasta 10 s.m.,161058,114486,46572,4024877,2832852,1192025,71.084,28.916,0
2014,Chihuahua,No especificado,44009,29233,14776,4024877,2832852,1192025,66.425,33.575,0
2014,Chihuahua,No recibe ingresos,186026,169843,16183,4024877,2832852,1192025,91.301,8.699,0
2014,Ciudad de Mxico,1 salario m¡nimo,5751,5751,0,7362300,4838264,2524036,100,0,0
2014,Ciudad de Mxico,Menos de 1 s.m.,80594,61712,18882,7362300,4838264,2524036,76.571,23.429,0
2014,Ciudad de Mxico,M s de 1 hasta 2 s.m.,54399,35306,19093,7362300,4838264,2524036,64.902,35.098,0
2014,Ciudad de Mxico,M s de 10 s.m.,2928726,1487124,1441602,7362300,4838264,2524036,50.777,49.223,0
2014,Ciudad de Mxico,M s de 2 hasta 3 s.m.,868962,805728,63234,7362300,4838264,2524036,92.723,7.277,0
2014,Ciudad de Mxico,M s de 3 hasta 5 s.m.,1750451,1131899,618552,7362300,4838264,2524036,64.663,35.337,0
2014,Ciudad de Mxico,M s de 5 hasta 10 s.m.,463017,313390,149627,7362300,4838264,2524036,67.684,32.316,0
2014,Ciudad de Mxico,No especificado,291114,173208,117906,7362300,4838264,2524036,59.498,40.502,0
2014,Ciudad de Mxico,No recibe ingresos,919286,824146,95140,7362300,4838264,2524036,89.651,10.349,0
2014,Coahuila,1 salario m¡nimo,52223,47725,4498,3198238,2256622,941616,91.387,8.613,0
2014,Coahuila,Menos de 1 s.m.,232605,212513,20092,3198238,2256622,941616,91.362,8.638,0
2014,Coahuila,M s de 1 hasta 2 s.m.,23198,17407,5791,3198238,2256622,941616,75.037,24.963,0
2014,Coahuila,M s de 10 s.m.,743330,327215,416115,3198238,2256622,941616,44.02,55.98,0
2014,Coahuila,M s de 2 hasta 3 s.m.,389225,368919,20306,3198238,2256622,941616,94.783,5.217,0
2014,Coahuila,M s de 3 hasta 5 s.m.,1364749,948833,415916,3198238,2256622,941616,69.524,30.476,0
2014,Coahuila,M s de 5 hasta 10 s.m.,133321,104728,28593,3198238,2256622,941616,78.553,21.447,0
2014,Coahuila,No especificado,41514,26375,15139,3198238,2256622,941616,63.533,36.467,0
2014,Coahuila,No recibe ingresos,218073,202907,15166,3198238,2256622,941616,93.045,6.955,0
2014,Colima,1 salario m¡nimo,7269,5226,2043,734543,505273,229270,71.894,28.106,0
2014,Colima,Menos de 1 s.m.,154595,130993,23602,734543,505273,229270,84.733,15.267,0
2014,Colima,M s de 1 hasta 2 s.m.,10518,9009,1509,734543,505273,229270,85.653,14.347,0
2014,Colima,M s de 10 s.m.,201304,79845,121459,734543,505273,229270,39.664,60.336,0
2014,Colima,M s de 2 hasta 3 s.m.,108868,104429,4439,734543,505273,229270,95.923,4.077,0
2014,Colima,M s de 3 hasta 5 s.m.,114226,66601,47625,734543,505273,229270,58.306,41.694,0
2014,Colima,M s de 5 hasta 10 s.m.,37427,28252,9175,734543,505273,229270,75.486,24.514,0
2014,Colima,No especificado,8353,5872,2481,734543,505273,229270,70.298,29.702,0
2014,Colima,No recibe ingresos,91983,75046,16937,734543,505273,229270,81.587,18.413,0
2014,Durango,1 salario m¡nimo,43578,39712,3866,1801613,1331470,470143,91.129,8.871,0
2014,Durango,Menos de 1 s.m.,461456,441089,20367,1801613,1331470,470143,95.586,4.414,0
2014,Durango,M s de 1 hasta 2 s.m.,7863,6704,1159,1801613,1331470,470143,85.26,14.74,0
2014,Durango,M s de 10 s.m.,448461,176396,272065,1801613,1331470,470143,39.334,60.666,0
2014,Durango,M s de 2 hasta 3 s.m.,213137,206402,6735,1801613,1331470,470143,96.84,3.16,0
2014,Durango,M s de 3 hasta 5 s.m.,440564,300446,140118,1801613,1331470,470143,68.196,31.804,0
2014,Durango,M s de 5 hasta 10 s.m.,62045,47684,14361,1801613,1331470,470143,76.854,23.146,0
2014,Durango,No especificado,16905,10869,6036,1801613,1331470,470143,64.295,35.705,0
2014,Durango,No recibe ingresos,107604,102168,5436,1801613,1331470,470143,94.948,5.052,0
2014,Estado de Mxico,1 salario m¡nimo,15223,12310,2913,16723509,11931579,4791930,80.864,19.136,0
2014,Estado de Mxico,Menos de 1 s.m.,1287763,1190861,96902,16723509,11931579,4791930,92.475,7.525,0
2014,Estado de Mxico,M s de 1 hasta 2 s.m.,78273,71499,6774,16723509,11931579,4791930,91.346,8.654,0
2014,Estado de Mxico,M s de 10 s.m.,5335920,2624131,2711789,16723509,11931579,4791930,49.179,50.821,0
2014,Estado de Mxico,M s de 2 hasta 3 s.m.,2320258,2260946,59312,16723509,11931579,4791930,97.444,2.556,0
2014,Estado de Mxico,M s de 3 hasta 5 s.m.,4958248,3400682,1557566,16723509,11931579,4791930,68.586,31.414,0
2014,Estado de Mxico,M s de 5 hasta 10 s.m.,721898,548976,172922,16723509,11931579,4791930,76.046,23.954,0
2014,Estado de Mxico,No especificado,238913,173897,65016,16723509,11931579,4791930,72.787,27.213,0
2014,Estado de Mxico,No recibe ingresos,1767013,1648277,118736,16723509,11931579,4791930,93.28,6.72,0
2014,Guanajuato,1 salario m¡nimo,22835,22164,671,6337651,4400957,1936694,97.062,2.938,0
2014,Guanajuato,Menos de 1 s.m.,1047275,936104,111171,6337651,4400957,1936694,89.385,10.615,0
2014,Guanajuato,M s de 1 hasta 2 s.m.,25812,21099,4713,6337651,4400957,1936694,81.741,18.259,0
2014,Guanajuato,M s de 10 s.m.,1568920,627690,941230,6337651,4400957,1936694,40.008,59.992,0
2014,Guanajuato,M s de 2 hasta 3 s.m.,720372,694474,25898,6337651,4400957,1936694,96.405,3.595,0
2014,Guanajuato,M s de 3 hasta 5 s.m.,2323411,1576889,746522,6337651,4400957,1936694,67.87,32.13,0
2014,Guanajuato,M s de 5 hasta 10 s.m.,346114,269841,76273,6337651,4400957,1936694,77.963,22.037,0
2014,Guanajuato,No especificado,35466,21854,13612,6337651,4400957,1936694,61.62,38.38,0
2014,Guanajuato,No recibe ingresos,247446,230842,16604,6337651,4400957,1936694,93.29,6.71,0
2014,Guerrero,1 salario m¡nimo,16566,11933,4633,3774360,2690694,1083666,72.033,27.967,0
2014,Guerrero,Menos de 1 s.m.,1714208,1473846,240362,3774360,2690694,1083666,85.978,14.022,0
2014,Guerrero,M s de 1 hasta 2 s.m.,19058,15497,3561,3774360,2690694,1083666,81.315,18.685,0
2014,Guerrero,M s de 10 s.m.,804637,286081,518556,3774360,2690694,1083666,35.554,64.446,0
2014,Guerrero,M s de 2 hasta 3 s.m.,378796,373035,5761,3774360,2690694,1083666,98.479,1.521,0
2014,Guerrero,M s de 3 hasta 5 s.m.,517671,234093,283578,3774360,2690694,1083666,45.22,54.78,0
2014,Guerrero,M s de 5 hasta 10 s.m.,98974,82204,16770,3774360,2690694,1083666,83.056,16.944,0
2014,Guerrero,No especificado,13163,8839,4324,3774360,2690694,1083666,67.15,32.85,0
2014,Guerrero,No recibe ingresos,211287,205166,6121,3774360,2690694,1083666,97.103,2.897,0
2014,Hidalgo,1 salario m¡nimo,23328,20813,2515,2986317,2157468,828849,89.219,10.781,0
2014,Hidalgo,Menos de 1 s.m.,918601,811119,107482,2986317,2157468,828849,88.299,11.701,0
2014,Hidalgo,M s de 1 hasta 2 s.m.,13969,9034,4935,2986317,2157468,828849,64.672,35.328,0
2014,Hidalgo,M s de 10 s.m.,710000,311251,398749,2986317,2157468,828849,43.838,56.162,0
2014,Hidalgo,M s de 2 hasta 3 s.m.,368677,357038,11639,2986317,2157468,828849,96.843,3.157,0
2014,Hidalgo,M s de 3 hasta 5 s.m.,675906,405440,270466,2986317,2157468,828849,59.985,40.015,0
2014,Hidalgo,M s de 5 hasta 10 s.m.,104524,83684,20840,2986317,2157468,828849,80.062,19.938,0
2014,Hidalgo,No especificado,15139,8937,6202,2986317,2157468,828849,59.033,40.967,0
2014,Hidalgo,No recibe ingresos,156173,150152,6021,2986317,2157468,828849,96.145,3.855,0
2014,Jalisco,1 salario m¡nimo,8102,8102,0,8127498,5556045,2571453,100,0,0
2014,Jalisco,Menos de 1 s.m.,1292781,1174346,118435,8127498,5556045,2571453,90.839,9.161,0
2014,Jalisco,M s de 1 hasta 2 s.m.,42386,31008,11378,8127498,5556045,2571453,73.156,26.844,0
2014,Jalisco,M s de 10 s.m.,2473040,1131957,1341083,8127498,5556045,2571453,45.772,54.228,0
2014,Jalisco,M s de 2 hasta 3 s.m.,938306,910351,27955,8127498,5556045,2571453,97.021,2.979,0
2014,Jalisco,M s de 3 hasta 5 s.m.,2421547,1533160,888387,8127498,5556045,2571453,63.313,36.687,0
2014,Jalisco,M s de 5 hasta 10 s.m.,442524,316242,126282,8127498,5556045,2571453,71.463,28.537,0
2014,Jalisco,No especificado,98663,71203,27460,8127498,5556045,2571453,72.168,27.832,0
2014,Jalisco,No recibe ingresos,410149,379676,30473,8127498,5556045,2571453,92.57,7.43,0
2014,Michoac n,1 salario m¡nimo,5586,5586,0,5095078,3677373,1417705,100,0,0
2014,Michoac n,Menos de 1 s.m.,1792670,1635859,156811,5095078,3677373,1417705,91.253,8.747,0
2014,Michoac n,M s de 1 hasta 2 s.m.,33782,30726,3056,5095078,3677373,1417705,90.954,9.046,0
2014,Michoac n,M s de 10 s.m.,1306055,498700,807355,5095078,3677373,1417705,38.184,61.816,0
2014,Michoac n,M s de 2 hasta 3 s.m.,508189,498703,9486,5095078,3677373,1417705,98.133,1.867,0
2014,Michoac n,M s de 3 hasta 5 s.m.,953582,579907,373675,5095078,3677373,1417705,60.814,39.186,0
2014,Michoac n,M s de 5 hasta 10 s.m.,237443,196045,41398,5095078,3677373,1417705,82.565,17.435,0
2014,Michoac n,No especificado,41493,25927,15566,5095078,3677373,1417705,62.485,37.515,0
2014,Michoac n,No recibe ingresos,216278,205920,10358,5095078,3677373,1417705,95.211,4.789,0
2014,Morelos,1 salario m¡nimo,3427,2710,717,1782604,1254858,527746,79.078,20.922,0
2014,Morelos,Menos de 1 s.m.,336356,305126,31230,1782604,1254858,527746,90.715,9.285,0
2014,Morelos,M s de 1 hasta 2 s.m.,12901,10946,1955,1782604,1254858,527746,84.846,15.154,0
2014,Morelos,M s de 10 s.m.,581418,252963,328455,1782604,1254858,527746,43.508,56.492,0
2014,Morelos,M s de 2 hasta 3 s.m.,274029,267084,6945,1782604,1254858,527746,97.466,2.534,0
2014,Morelos,M s de 3 hasta 5 s.m.,346947,221670,125277,1782604,1254858,527746,63.892,36.108,0
2014,Morelos,M s de 5 hasta 10 s.m.,67669,49902,17767,1782604,1254858,527746,73.744,26.256,0
2014,Morelos,No especificado,24829,16615,8214,1782604,1254858,527746,66.918,33.082,0
2014,Morelos,No recibe ingresos,135028,127842,7186,1782604,1254858,527746,94.678,5.322,0
2014,Nacional,1 salario m¡nimo,916642,817899,98743,123163062,87442744,35720318,89.228,10.772,0
2014,Nacional,Menos de 1 s.m.,27002193,24193898,2808295,123163062,87442744,35720318,89.6,10.4,0
2014,Nacional,M s de 1 hasta 2 s.m.,738653,594948,143705,123163062,87442744,35720318,80.545,19.455,0
2014,Nacional,M s de 10 s.m.,33103070,14859009,18244061,123163062,87442744,35720318,44.887,55.113,0
2014,Nacional,M s de 2 hasta 3 s.m.,14896651,14374746,521905,123163062,87442744,35720318,96.496,3.504,0
2014,Nacional,M s de 3 hasta 5 s.m.,31553514,20055093,11498421,123163062,87442744,35720318,63.559,36.441,0
2014,Nacional,M s de 5 hasta 10 s.m.,5292961,3982533,1310428,123163062,87442744,35720318,75.242,24.758,0
2014,Nacional,No especificado,1464593,969770,494823,123163062,87442744,35720318,66.214,33.786,0
2014,Nacional,No recibe ingresos,8194785,7594848,599937,123163062,87442744,35720318,92.679,7.321,0
2014,Nayarit,1 salario m¡nimo,1890,1828,62,1219708,859069,360639,96.72,3.28,0
2014,Nayarit,Menos de 1 s.m.,406012,377433,28579,1219708,859069,360639,92.961,7.039,0
2014,Nayarit,M s de 1 hasta 2 s.m.,8310,7177,1133,1219708,859069,360639,86.366,13.634,0
2014,Nayarit,M s de 10 s.m.,370959,140936,230023,1219708,859069,360639,37.992,62.008,0
2014,Nayarit,M s de 2 hasta 3 s.m.,139238,135010,4228,1219708,859069,360639,96.963,3.037,0
2014,Nayarit,M s de 3 hasta 5 s.m.,159870,88017,71853,1219708,859069,360639,55.055,44.945,0
2014,Nayarit,M s de 5 hasta 10 s.m.,58651,43835,14816,1219708,859069,360639,74.739,25.261,0
2014,Nayarit,No especificado,12825,7344,5481,1219708,859069,360639,57.263,42.737,0
2014,Nayarit,No recibe ingresos,61953,57489,4464,1219708,859069,360639,92.795,7.205,0
2014,Nuevo Le¢n,1 salario m¡nimo,6857,5364,1493,5200087,3743640,1456447,78.227,21.773,0
2014,Nuevo Le¢n,Menos de 1 s.m.,181919,169154,12765,5200087,3743640,1456447,92.983,7.017,0
2014,Nuevo Le¢n,M s de 1 hasta 2 s.m.,47389,38802,8587,5200087,3743640,1456447,81.88,18.12,0
2014,Nuevo Le¢n,M s de 10 s.m.,1314349,630179,684170,5200087,3743640,1456447,47.946,52.054,0
